"id","veiculo","pais","regiao","rss_url","erro_original","horario","classificacao","acao_recomendada","janela"
"479","N'TIC Magazine","Argélia","África","https://www.nticweb.com/?format=feed&type=rss","too_many_redirects","2026-09-14T11:56:22.375732+00:00","limite_ou_protecao_coletor","Inspecionar tamanho/destino/cadeia de redirecionamento e URL oficial sem remover proteções.","2026-09-14T09:00:00+00:00"
"483","Nigeria CommunicationsWeek","Nigéria","África","https://www.nigeriacommunicationsweek.com.ng/feed/","http_403","2026-09-14T11:56:22.813861+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"484","PC Tech Magazine","Uganda","África","https://pctechmag.com/feed/","http_403","2026-09-14T11:56:23.255901+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"485","Shega","Etiópia","África","https://shega.co/feed/","http_404","2026-09-14T11:56:24.955337+00:00","endpoint_http_a_validar","Verificar URL oficial, redirecionamentos e status em novo teste; só recomendar substituição após validação.","2026-09-14T09:00:00+00:00"
"494","Techawk","Nigéria","África","https://www.techawkng.com/feed/","http_403","2026-09-14T11:56:25.393538+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"497","TechCabal","Nigéria","África","https://techcabal.com/feed/","http_403","2026-09-14T11:56:25.832314+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"500","TechEconomy","Nigéria","África","https://techeconomy.ng/feed/","http_404","2026-09-14T11:56:26.270672+00:00","endpoint_http_a_validar","Verificar URL oficial, redirecionamentos e status em novo teste; só recomendar substituição após validação.","2026-09-14T09:00:00+00:00"
"502","Techgh24","Gana","África","https://techgh24.com/feed/","SSLError","2026-09-14T11:56:26.708776+00:00","tls_a_investigar","Verificar certificado, cadeia TLS e ambiente do coletor; não desativar verificação TLS.","2026-09-14T09:00:00+00:00"
"509","TechSmart","África do Sul","África","https://www.techsmart.co.za/rss","SSLError","2026-09-14T11:56:27.147663+00:00","tls_a_investigar","Verificar certificado, cadeia TLS e ambiente do coletor; não desativar verificação TLS.","2026-09-14T09:00:00+00:00"
"513","TechWeez","Quênia","África","https://techweez.com/feed/","http_403","2026-09-14T11:56:27.585866+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"519","TSA — Tecnologia","Argélia","África","https://www.tsa-algerie.com/tech-auto/feed/","http_404","2026-09-14T11:56:28.024084+00:00","endpoint_http_a_validar","Verificar URL oficial, redirecionamentos e status em novo teste; só recomendar substituição após validação.","2026-09-14T09:00:00+00:00"
"520","Tunisie Numérique — Technologie","Tunísia","África","https://www.tunisienumerique.com/technologie/feed/","invalid_or_malformed_feed","2026-09-14T11:56:32.053905+00:00","xml_ou_resposta_invalida_a_confirmar","Capturar status, Content-Type e corpo; distinguir XML malformado de HTML/bloqueio e falha do parser. Validar RSS oficial.","2026-09-14T09:00:00+00:00"
"524","Webmanagercenter — Technologie","Tunísia","África","https://www.webmanagercenter.com/category/technologie/feed/","invalid_or_malformed_feed","2026-09-14T11:56:32.491859+00:00","xml_ou_resposta_invalida_a_confirmar","Capturar status, Content-Type e corpo; distinguir XML malformado de HTML/bloqueio e falha do parser. Validar RSS oficial.","2026-09-14T09:00:00+00:00"
"525","WeeTracker","Maurício","África","https://weetracker.com/feed/","ReadTimeout","2026-09-14T11:56:48.668844+00:00","temporaria_rede_http","Retestar com intervalo/backoff e registrar HTTP/DNS; sem reposição definitiva com base nesta tentativa.","2026-09-14T09:00:00+00:00"
"526","ABC Australia — Technology","Austrália","Oceania","https://www.abc.net.au/news/feed/8004590/rss.xml","http_500","2026-09-14T11:56:49.107419+00:00","temporaria_rede_http","Retestar com intervalo/backoff e registrar HTTP/DNS; sem reposição definitiva com base nesta tentativa.","2026-09-14T09:00:00+00:00"
"527","APDR","Austrália","Oceania","https://asiapacificdefencereporter.com/feed/","http_403","2026-09-14T11:56:49.546061+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"528","Ausdroid","Austrália","Oceania","https://ausdroid.net/feed/","http_403","2026-09-14T11:56:49.984558+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"539","Cook Islands News","Ilhas Cook","Oceania","https://www.cookislandsnews.com/feed/","http_403","2026-09-14T11:56:50.422678+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"541","Cyber Daily","Austrália","Oceania","https://www.cyberdaily.au/feed","http_404","2026-09-14T11:56:50.860634+00:00","endpoint_http_a_validar","Verificar URL oficial, redirecionamentos e status em novo teste; só recomendar substituição após validação.","2026-09-14T09:00:00+00:00"
"546","EFTM","Austrália","Oceania","https://eftm.com/feed","invalid_or_malformed_feed","2026-09-14T11:56:53.797077+00:00","xml_ou_resposta_invalida_a_confirmar","Capturar status, Content-Type e corpo; distinguir XML malformado de HTML/bloqueio e falha do parser. Validar RSS oficial.","2026-09-14T09:00:00+00:00"
"549","FinTech Business","Austrália","Oceania","https://www.fintechbusiness.com/feed","http_403","2026-09-14T11:56:54.235349+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"556","Information Age — Austrália","Austrália","Oceania","https://ia.acs.org.au/rss.xml","http_404","2026-09-14T11:56:54.673656+00:00","endpoint_http_a_validar","Verificar URL oficial, redirecionamentos e status em novo teste; só recomendar substituição após validação.","2026-09-14T09:00:00+00:00"
"557","InnovationAus","Austrália","Oceania","https://www.innovationaus.com/feed/","http_403","2026-09-14T11:56:55.111631+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"566","Manufacturers' Monthly","Austrália","Oceania","https://www.manmonthly.com.au/feed/","http_403","2026-09-14T11:56:55.549648+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"571","PACE Today","Austrália","Oceania","https://pacetoday.com.au/feed/","http_403","2026-09-14T11:56:55.9877+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"573","PowerUp!","Austrália","Oceania","https://powerup-gaming.com/feed/","http_403","2026-09-14T11:56:56.426154+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"597","The National PNG","Papua-Nova Guiné","Oceania","https://www.thenational.com.pg/feed/","http_403","2026-09-14T11:56:56.864117+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
"599","Utility Magazine","Austrália","Oceania","https://utilitymagazine.com.au/feed/","http_403","2026-09-14T11:56:57.681867+00:00","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca.","2026-09-14T09:00:00+00:00"
